,movie_title,title_year,actor_1_name,actor_2_name,actor_3_name,director_name,title_year
3161,Office Space ,1999.0,Gary Cole,Stephen Root,Diedrich Bader,Mike Judge,1999.0
3162,Drop Dead Gorgeous ,1999.0,Kirsten Dunst,Kirstie Alley,Ellen Barkin,Michael Patrick Jann,1999.0
3163,Big Eyes ,2014.0,Christoph Waltz,Danny Huston,Jon Polito,Tim Burton,2014.0
3164,Very Bad Things ,1998.0,Jon Favreau,Daniel Stern,Jeanne Tripplehorn,Peter Berg,1998.0
3165,Sleepover ,2004.0,Steve Carell,Alexa PenaVega,Hunter Parrish,Joe Nussbaum,2004.0
3166,Body Double ,1984.0,Melanie Griffith,Dennis Franz,Gregg Henry,Brian De Palma,1984.0
3167,MacGruber ,2010.0,Jasper Cole,Will Forte,Powers Boothe,Jorma Taccone,2010.0
3168,Dirty Pretty Things ,2002.0,Sophie Okonedo,Benedict Wong,Sergi López,Stephen Frears,2002.0
3169,Movie 43 ,2013.0,Hugh Jackman,Kate Winslet,Seth MacFarlane,Elizabeth Banks,2013.0
3170,The Tourist ,2010.0,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Florian Henckel von Donnersmarck,2010.0
3171,Over Her Dead Body ,2008.0,Stephen Root,William Morgan Sheppard,Wendi McLendon-Covey,Jeff Lowell,2008.0
3172,Seeking a Friend for the End of the World ,2012.0,Steve Carell,Mark Moses,Rob Huebel,Lorene Scafaria,2012.0
3173,Cedar Rapids ,2011.0,Kurtwood Smith,Stephen Root,Alia Shawkat,Miguel Arteta,2011.0
3174,Bones             ,,Michaela Conlin,T.J. Thyne,Tamara Taylor,,
3175,American History X ,1998.0,Ethan Suplee,Beverly D'Angelo,Stacy Keach,Tony Kaye,1998.0
3176,The Collection ,2012.0,Daniel Sharman,Johanna Braddy,Lee Tergesen,Marcus Dunstan,2012.0
3177,Teacher's Pet ,2004.0,Nathan Lane,Kelsey Grammer,Jerry Stiller,Timothy Björklund,2004.0
3178,The Red Violin ,1998.0,Johannes Silberschneider,Clotilde Mollet,Carlo Cecchi,François Girard,1998.0
3179,The Straight Story ,1999.0,Sissy Spacek,Richard Farnsworth,Everett McGill,David Lynch,1999.0
3180,Deuces Wild ,2002.0,Norman Reedus,James Franco,Frankie Muniz,Scott Kalvert,2002.0
3181,Bad Words ,2013.0,Beth Grant,Philip Baker Hall,Patricia Belcher,Jason Bateman,2013.0
3182,"Run, Fatboy, Run ",2007.0,Dylan Moran,Iddo Goldberg,India de Beaufort,David Schwimmer,2007.0
3183,Heartbeeps ,1981.0,Bernadette Peters,Randy Quaid,Christopher Guest,Allan Arkush,1981.0
3184,Black or White ,2014.0,Jennifer Ehle,Gillian Jacobs,Jillian Estell,Mike Binder,2014.0
3185,On the Line ,2001.0,Jerry Stiller,Tamala Jones,Dave Foley,Eric Bross,2001.0
3186,Rescue Dawn ,2006.0,Christian Bale,Toby Huss,François Chau,Werner Herzog,2006.0
3187,Danny Collins ,2015.0,Al Pacino,Jennifer Garner,Melissa Benoist,Dan Fogelman,2015.0
3188,"Jeff, Who Lives at Home ",2011.0,Judy Greer,Evan Ross,Rae Dawn Chong,Jay Duplass,2011.0
3189,I Am Love ,2009.0,Flavio Parenti,Waris Ahluwalia,Alba Rohrwacher,Luca Guadagnino,2009.0
3190,Atlas Shrugged II: The Strike ,2012.0,Robert Picardo,Diedrich Bader,Esai Morales,John Putch,2012.0
3191,Romeo Is Bleeding ,1993.0,Gary Oldman,Michael Wincott,Lena Olin,Peter Medak,1993.0
3192,The Limey ,1999.0,Peter Fonda,Lesley Ann Warren,William Lucking,Steven Soderbergh,1999.0
3193,Crash ,2004.0,Don Cheadle,Loretta Devine,Jennifer Esposito,Paul Haggis,2004.0
3194,The House of Mirth ,2000.0,Eric Stoltz,Anthony LaPaglia,Elizabeth McGovern,Terence Davies,2000.0
3195,Malone ,1987.0,Cliff Robertson,Tracey Walter,Dennis Burkley,Harley Cokeliss,1987.0
3196,Peaceful Warrior ,2006.0,Scott Mechlowicz,Tim DeKay,Agnes Bruckner,Victor Salva,2006.0
3197,Bucky Larson: Born to Be a Star ,2011.0,Don Johnson,Kevin Nealon,Nicholas Turturro,Tom Brady,2011.0
3198,Bamboozled ,2000.0,Gillian White,Michael Rapaport,Jada Pinkett Smith,Spike Lee,2000.0
3199,The Forest ,2016.0,Eoin Macken,Stephanie Vogt,Gen Seto,Jason Zada,2016.0
3200,Sphinx ,1981.0,Frank Langella,William Hootkins,John Gielgud,Franklin J. Schaffner,1981.0
3201,While We're Young ,2014.0,Naomi Watts,Maria Dizzia,Dree Hemingway,Noah Baumbach,2014.0
3202,A Better Life ,2011.0,Demián Bichir,Eddie 'Piolin' Sotelo,Robert Peters,Chris Weitz,2011.0
3203,Spider ,2002.0,Miranda Richardson,John Neville,Lynn Redgrave,David Cronenberg,2002.0
3204,Gun Shy ,2000.0,Liam Neeson,Oliver Platt,Mitch Pileggi,Eric Blakeney,2000.0
3205,Nicholas Nickleby ,2002.0,Charlie Hunnam,Anne Hathaway,Jim Broadbent,Douglas McGrath,2002.0
3206,The Iceman ,2012.0,Chris Evans,James Franco,Robert Davi,Ariel Vromen,2012.0
3207,Dekalog             ,,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,,
3208,Krrish ,2006.0,Naseeruddin Shah,Rekha,Sharat Saxena,Rakesh Roshan,2006.0
3209,Cecil B. DeMented ,2000.0,Alicia Witt,Melanie Griffith,Kevin Nealon,John Waters,2000.0
3210,Killer Joe ,2011.0,Matthew McConaughey,Scott A. Martin,Carol Sutton,William Friedkin,2011.0
3211,The Joneses ,2009.0,Demi Moore,Gary Cole,Robert Pralgo,Derrick Borte,2009.0
3212,Owning Mahowny ,2003.0,Philip Seymour Hoffman,Minnie Driver,Maury Chaykin,Richard Kwietniowski,2003.0
3213,The Brothers Solomon ,2007.0,Jenna Fischer,Lee Majors,Will Forte,Bob Odenkirk,2007.0
3214,My Blueberry Nights ,2007.0,Natalie Portman,Norah Jones,Adriane Lenox,Kar-Wai Wong,2007.0
3215,Illuminata ,1998.0,Beverly D'Angelo,Ben Gazzara,George DiCenzo,John Turturro,1998.0
3216,Swept Away ,2002.0,Bruce Greenwood,Jeanne Tripplehorn,David Thornton,Guy Ritchie,2002.0
3217,"War, Inc. ",2008.0,Bashar Rahal,Sergej Trifunovic,Ned Bellamy,Joshua Seftel,2008.0
3218,Shaolin Soccer ,2001.0,Wei Zhao,Karen Mok,Kwok-Kwan Chan,Stephen Chow,2001.0
3219,The Brown Bunny ,2003.0,Vincent Gallo,Cheryl Tiegs,Anna Vareschi,Vincent Gallo,2003.0
3220,The Swindle ,1997.0,Isabelle Huppert,François Cluzet,Michel Serrault,Claude Chabrol,1997.0
3221,Rosewater ,2014.0,Numan Acar,Claire Foy,Haluk Bilginer,Jon Stewart,2014.0
3222,The Chambermaid on the Titanic ,1997.0,Olivier Martinez,Aitana Sánchez-Gijón,Romane Bohringer,Bigas Luna,1997.0
3223,Coriolanus ,2011.0,Gerard Butler,Ashraf Barhom,Lubna Azabal,Ralph Fiennes,2011.0
3224,Imaginary Heroes ,2004.0,Kip Pardue,Ryan Donowho,Larry Fessenden,Dan Harris,2004.0
3225,High Heels and Low Lifes ,2001.0,Minnie Driver,Danny Dyer,Mary McCormack,Mel Smith,2001.0
3226,World's Greatest Dad ,2009.0,Robin Williams,Daryl Sabara,Henry Simmons,Bobcat Goldthwait,2009.0
3227,Severance ,2006.0,Danny Dyer,Toby Stephens,Laura Harris,Christopher Smith,2006.0
3228,Edmond ,2005.0,Joe Mantegna,Dulé Hill,Jeffrey Combs,Stuart Gordon,2005.0
3229,Welcome to the Rileys ,2010.0,Kristen Stewart,Ally Sheedy,Kerry Cahill,Jake Scott,2010.0
3230,Police Academy: Mission to Moscow ,1994.0,Christopher Lee,Michael Winslow,G.W. Bailey,Alan Metter,1994.0
3231,Blood Done Sign My Name ,2010.0,Ricky Schroder,Nate Parker,Lee Norris,Jeb Stuart,2010.0
3232,"Cinco de Mayo, La Batalla ",2013.0,Jorge Luis Moreno,Andrés Montiel,William Miller,Rafa Lara,2013.0
3233,Elsa & Fred ,2014.0,Chris Noth,Jared Gilman,James Brolin,Michael Radford,2014.0
3234,An Alan Smithee Film: Burn Hollywood Burn ,1997.0,Eric Idle,Harvey Weinstein,Ryan O'Neal,Arthur Hiller,1997.0
3235,The Open Road ,2009.0,Jeff Bridges,Justin Timberlake,Ted Danson,Michael Meredith,2009.0
3236,The Good Guy ,2009.0,Adrian Martinez,Scott Porter,Aaron Yoo,Julio DePietro,2009.0
3237,Motherhood ,2009.0,Stephanie Szostak,Minnie Driver,Anthony Edwards,Katherine Dieckmann,2009.0
3238,Free Style ,2008.0,Madison Pettis,Corbin Bleu,Sandra Echeverría,William Dear,2008.0
3239,Strangerland ,2015.0,Nicholas Hamilton,Reef Ireland,Sean Keenan,Kim Farrant,2015.0
3240,The Janky Promoters ,2009.0,Mike Epps,Tamala Jones,Glenn Plummer,Marcus Raboy,2009.0
3241,Blonde Ambition ,2007.0,Drew Fuller,Drew Waters,Larry Miller,Scott Marshall,2007.0
3242,The Oxford Murders ,2008.0,Jim Carter,Leonor Watling,Danny Sapani,Álex de la Iglesia,2008.0
3243,The Reef ,2010.0,Damian Walshe-Howling,Gyton Grantley,Adrienne Pickering,Andrew Traucki,2010.0
3244,Eulogy ,2004.0,Zooey Deschanel,Rip Torn,Kelly Preston,Michael Clancy,2004.0
3245,White Noise 2: The Light ,2007.0,Teryl Rothery,Craig Fairbrass,Adrian Holmes,Patrick Lussier,2007.0
3246,You Got Served: Beat the World ,2011.0,Shane Pollard,Mishael Morgan,Chase Armitage,Robert Adetuyi,2011.0
3247,Fifty Dead Men Walking ,2008.0,Jim Sturgess,Kevin Zegers,Michael McElhatton,Kari Skogland,2008.0
3248,Jungle Shuffle ,2014.0,Drake Bell,Tom Arnold,Amanda Troop,Taedong Park,2014.0
3249,Adam Resurrected ,2008.0,Veronica Ferres,Ayelet Zurer,Derek Jacobi,Paul Schrader,2008.0
3250,Of Horses and Men ,2013.0,Ingvar Eggert Sigurðsson,Charlotte Bøving,Sigríður María Egilsdóttir,Benedikt Erlingsson,2013.0
3251,It's a Wonderful Afterlife ,2010.0,Sendhil Ramamurthy,Mark Addy,Shabana Azmi,Gurinder Chadha,2010.0
3252,The Devil's Tomb ,2009.0,Ray Winstone,Henry Rollins,Jason London,Jason Connery,2009.0
3253,Partition ,2007.0,Jimi Mistry,Jesse Moss,John Light,Vic Sarin,2007.0
3254,Good Intentions ,2010.0,Elaine Hendrix,Luke Perry,Jon Gries,Jim Issa,2010.0
3255,"The Good, the Bad, the Weird ",2008.0,Kang-ho Song,Woo-sung Jung,Dal-su Oh,Jee-woon Kim,2008.0
3256,Nurse 3D ,2013.0,Boris Kodjoe,Katrina Bowden,Kathleen Turner,Douglas Aarniokoski,2013.0
3257,Gunless ,2010.0,Tyler Mane,Callum Rennie,Dustin Milligan,William Phillips,2010.0
3258,Adventureland ,2009.0,Kristen Stewart,Martin Starr,Wendie Malick,Greg Mottola,2009.0
3259,The Lost City ,2005.0,Danny Pino,Victor Rivers,Enrique Murciano,Andy Garcia,2005.0
3260,Next Friday ,2000.0,John Witherspoon,Mike Epps,Rolando Molina,Steve Carr,2000.0
3261,American Heist ,2014.0,Hayden Christensen,Jordana Brewster,Akon,Sarik Andreasyan,2014.0
3262,You Only Live Twice ,1967.0,Donald Pleasence,Burt Kwouk,Desmond Llewelyn,Lewis Gilbert,1967.0
3263,Plastic ,2014.0,Mem Ferda,Alfie Allen,Malese Jow,Julian Gilbey,2014.0
3264,Amour ,2012.0,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant,Michael Haneke,2012.0
3265,Poltergeist III ,1988.0,Tom Skerritt,Heather O'Rourke,Zelda Rubinstein,Gary Sherman,1988.0
3266,Re-Kill ,2015.0,Daniella Alonso,Roger Cross,Jesse Garcia,Valeri Milev,2015.0
3267,"It's a Mad, Mad, Mad, Mad World ",1963.0,Jonathan Winters,Sid Caesar,Spencer Tracy,Stanley Kramer,1963.0
3268,Volver ,2006.0,Carmen Maura,Lola Dueñas,Antonio de la Torre,Pedro Almodóvar,2006.0
3269,Heavy Metal ,1981.0,John Vernon,Joe Flaherty,Don Francks,Gerald Potterton,1981.0
3270,Gentlemen Broncos ,2009.0,Jizelle Jade,Michael Angarano,Héctor Jiménez,Jared Hess,2009.0
3271,Richard III ,1995.0,Robert Downey Jr.,Jim Broadbent,Kristin Scott Thomas,Richard Loncraine,1995.0
3272,Into the Grizzly Maze ,2015.0,Scott Glenn,Michaela McManus,Luisa D'Oliveira,David Hackl,2015.0
3273,Kites ,2010.0,Bárbara Mori,Steven Michael Quezada,Kabir Bedi,Anurag Basu,2010.0
3274,Melancholia ,2011.0,Alexander Skarsgård,Kirsten Dunst,Charlotte Rampling,Lars von Trier,2011.0
3275,Red Dog ,2011.0,Noah Taylor,Keisha Castle-Hughes,Luke Ford,Kriv Stenders,2011.0
3276,Jab Tak Hai Jaan ,2012.0,Shah Rukh Khan,Katrina Kaif,Vic Waghorn,Yash Chopra,2012.0
3277,Alien ,1979.0,Tom Skerritt,Yaphet Kotto,Bolaji Badejo,Ridley Scott,1979.0
3279,The Runaways ,2010.0,Kristen Stewart,Scout Taylor-Compton,Johnny Lewis,Floria Sigismondi,2010.0
3280,Fiddler on the Roof ,1971.0,Topol,Paul Michael Glaser,Rosalind Harris,Norman Jewison,1971.0
3281,Thunderball ,1965.0,Desmond Llewelyn,Earl Cameron,Lois Maxwell,Terence Young,1965.0
3282,Detention ,2011.0,Josh Hutcherson,Shanley Caswell,Parker Bagley,Joseph Kahn,2011.0
3283,Loose Cannons ,2010.0,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino,Ferzan Ozpetek,2010.0
3284,Set It Off ,1996.0,Vivica A. Fox,Jada Pinkett Smith,Blair Underwood,F. Gary Gray,1996.0
3285,The Best Man ,1999.0,Harold Perrineau,Sanaa Lathan,Jarrod Bunch,Malcolm D. Lee,1999.0
3286,Child's Play ,1988.0,Catherine Hicks,Alex Vincent,Dinah Manoff,Tom Holland,1988.0
3287,Sicko ,2007.0,Michael Moore,Tucker Albrizzi,Bill Clinton,Michael Moore,2007.0
3288,The Purge: Anarchy ,2014.0,Noel Gugliemi,Zach Gilford,Roberta Valderrama,James DeMonaco,2014.0
3289,Down to You ,2000.0,Rosario Dawson,Lauren German,Shawn Hatosy,Kris Isacsson,2000.0
3290,Harold & Kumar Go to White Castle ,2004.0,Ethan Embry,Fred Willard,Paula Garcés,Danny Leiner,2004.0
3291,The Contender ,2000.0,Jeff Bridges,Gary Oldman,William Petersen,Rod Lurie,2000.0
3292,Boiler Room ,2000.0,Vin Diesel,Nia Long,Herbert Russell,Ben Younger,2000.0
3293,Trading Places ,1983.0,Don Ameche,Denholm Elliott,Ralph Bellamy,John Landis,1983.0
3294,Black Christmas ,2006.0,Oliver Hudson,Crystal Lowe,Andrea Martin,Glen Morgan,2006.0
3295,Breakin' All the Rules ,2004.0,Jennifer Esposito,Tate Taylor,Patrick Cranshaw,Daniel Taplitz,2004.0
3296,Henry V ,1989.0,Brian Blessed,Derek Jacobi,Danny Webb,Kenneth Branagh,1989.0
3297,The Savages ,2007.0,Philip Seymour Hoffman,David Zayas,Gbenga Akinnagbe,Tamara Jenkins,2007.0
3298,Chasing Papi ,2003.0,Carlos Ponce,Freddy Rodríguez,Maria Conchita Alonso,Linda Mendoza,2003.0
3299,The Way of the Gun ,2000.0,Kristin Lehman,Nicky Katt,Dylan Kussman,Christopher McQuarrie,2000.0
3300,Igby Goes Down ,2002.0,Kieran Culkin,Rory Culkin,Bill Irwin,Burr Steers,2002.0
3301,PCU ,1994.0,Jon Favreau,Matt Ross,Chris Young,Hart Bochner,1994.0
3302,The Ultimate Gift ,2006.0,Bill Cobbs,Drew Fuller,Mircea Monroe,Michael O. Sajbel,2006.0
3303,The Bold and the Beautiful             ,,Ronn Moss,Katherine Kelly Lang,Hunter Tylo,,
3304,The Ice Pirates ,1984.0,Anjelica Huston,John Carradine,Robert Urich,Stewart Raffill,1984.0
3305,Gracie ,2007.0,Emma Bell,John Doman,Carly Schroeder,Davis Guggenheim,2007.0
3306,Trust the Man ,2005.0,Billy Crudup,Garry Shandling,Dagmara Dominczyk,Bart Freundlich,2005.0
3307,Hamlet 2 ,2008.0,Steve Coogan,Amy Poehler,David Arquette,Andrew Fleming,2008.0
3308,Velvet Goldmine ,1998.0,Christian Bale,Eddie Izzard,Janet McTeer,Todd Haynes,1998.0
3309,The Wailing ,2016.0,Jung-min Hwang,Jun Kunimura,Woo-hee Chun,Hong-jin Na,2016.0
3310,Glee: The 3D Concert Movie ,2011.0,Lea Michele,Heather Morris,Kevin McHale,Kevin Tancharoen,2011.0
3311,The Legend of Suriyothai ,2001.0,Sarunyu Wongkrachang,Chatchai Plengpanich,Mai Charoenpura,Chatrichalerm Yukol,2001.0
3312,Two Evil Eyes ,1990.0,John Amos,Adrienne Barbeau,Sally Kirkland,Dario Argento,1990.0
3313,Barbecue ,2014.0,Lambert Wilson,Julie Engelbrecht,Lionel Abelanski,Eric Lavaine,2014.0
3314,All or Nothing ,2002.0,Lesley Manville,Ruth Sheen,Gary McDonald,Mike Leigh,2002.0
3315,Princess Kaiulani ,2009.0,Q'orianka Kilcher,Will Patton,Shaun Evans,Marc Forby,2009.0
3316,Opal Dream ,2006.0,Jacqueline McKenzie,Vince Colosimo,Peter Callan,Peter Cattaneo,2006.0
3317,Heist ,2015.0,Robert De Niro,Joshua Mikel,D.B. Sweeney,Scott Mann,2015.0
3318,Flame and Citron ,2008.0,Lars Mikkelsen,Thure Lindhardt,Christian Berkel,Ole Christian Madsen,2008.0
3319,Undiscovered ,2005.0,Fisher Stevens,Kip Pardue,Perrey Reeves,Meiert Avis,2005.0
3320,Red Riding: In the Year of Our Lord 1974 ,2009.0,Andrew Garfield,Warren Clarke,John Henshaw,Julian Jarrold,2009.0
3321,The Girl on the Train ,2009.0,Catherine Deneuve,Ronit Elkabetz,Émilie Dequenne,André Téchiné,2009.0
3322,Veronika Decides to Die ,2009.0,Sarah Michelle Gellar,Erika Christensen,Jonathan Tucker,Emily Young,2009.0
3323,Crocodile Dundee ,1986.0,Paul Hogan,Linda Kozlowski,David Gulpilil,Peter Faiman,1986.0
3324,"Ultramarines: A Warhammer 40,000 Movie ",2010.0,Sean Pertwee,Steven Waddington,Donald Sumpter,Martyn Pick,2010.0
3325,The I Inside ,2004.0,Stephen Graham,Sarah Polley,Stephen Rea,Roland Suso Richter,2004.0
3326,Beneath Hill 60 ,2010.0,Harrison Gilbertson,Gyton Grantley,Steve Le Marquand,Jeremy Sims,2010.0
3327,Polisse ,2011.0,Riccardo Scamarcio,Maïwenn,Karin Viard,Maïwenn,2011.0
3328,Awake ,2007.0,Hayden Christensen,Fisher Stevens,Denis O'Hare,Joby Harold,2007.0
3329,Star Wars: The Clone Wars             ,,Dee Bradley Baker,James Arnold Taylor,Tom Kane,,
3330,Skin Trade ,2014.0,Michael Jai White,Mike Dopud,Celina Jade,Ekachai Uekrongtham,2014.0
3331,The Lost Boys ,1987.0,Dianne Wiest,Jami Gertz,Jason Patric,Joel Schumacher,1987.0
3332,Crazy Heart ,2009.0,Jeff Bridges,Beth Grant,Debrianna Mansini,Scott Cooper,2009.0
3333,The Rose ,1979.0,David Keith,Frederic Forrest,Alan Bates,Mark Rydell,1979.0
3334,Baggage Claim ,2013.0,Djimon Hounsou,Christina Milian,Boris Kodjoe,David E. Talbert,2013.0
3335,Barbarella ,1968.0,Jane Fonda,David Hemmings,Milo O'Shea,Roger Vadim,1968.0
3336,Shipwrecked ,1990.0,Bjørn Sundquist,Louisa Milwood-Haigh,Stian Smestad,Nils Gaup,1990.0
3337,Election ,1999.0,Matthew Broderick,Chris Klein,Molly Hagan,Alexander Payne,1999.0
3338,The Namesake ,2006.0,Jacinda Barrett,Brooke Smith,Tabu,Mira Nair,2006.0
3339,The DUFF ,2015.0,Bella Thorne,Romany Malco,Skyler Samuels,Ari Sandel,2015.0
3340,Glitter ,2001.0,Mariah Carey,Max Beesley,Valarie Pettiford,Vondie Curtis-Hall,2001.0
3341,The Haunting in Connecticut 2: Ghosts of Georgia ,2013.0,Abigail Spencer,Cicely Tyson,Brad James,Tom Elkins,2013.0
3342,Silmido ,2003.0,Yu-mi Jeong,Sung-kee Ahn,Kyung-gu Sol,Woo-Suk Kang,2003.0
3343,Bright Star ,2009.0,Abbie Cornish,Paul Schneider,Samuel Roukin,Jane Campion,2009.0
3344,My Name Is Khan ,2010.0,Shah Rukh Khan,Jimmy Shergill,Christopher B. Duncan,Karan Johar,2010.0
3346,All Is Lost ,2013.0,Robert Redford,,,J.C. Chandor,2013.0
3347,Limbo ,1999.0,Mary Elizabeth Mastrantonio,Casey Siemaszko,Vanessa Martinez,John Sayles,1999.0
3348,Namastey London ,2007.0,Katrina Kaif,Clive Standen,Riteish Deshmukh,Vipul Amrutlal Shah,2007.0
3349,The Wind That Shakes the Barley ,2006.0,Padraic Delaney,Orla Fitzgerald,Martin Lucey,Ken Loach,2006.0
3350,Yeh Jawaani Hai Deewani ,2013.0,Ranbir Kapoor,Madhuri Dixit,Aditya Roy Kapoor,Ayan Mukerji,2013.0
3351,The Karate Kid ,1984.0,Martin Kove,William Zabka,William Bassett,John G. Avildsen,1984.0
3352,Quo Vadis ,1951.0,Peter Ustinov,Deborah Kerr,Robert Taylor,Mervyn LeRoy,1951.0
3353,Repo! The Genetic Opera ,2008.0,Alexa PenaVega,Paris Hilton,Paul Sorvino,Darren Lynn Bousman,2008.0
3354,Valley of the Wolves: Iraq ,2006.0,Necati Sasmaz,Bergüzar Korel,Ghassan Massoud,Serdar Akar,2006.0
3355,Pulp Fiction ,1994.0,Bruce Willis,Eric Stoltz,Phil LaMarr,Quentin Tarantino,1994.0
3356,The Muppet Movie ,1979.0,Madeline Kahn,Jim Henson,Dom DeLuise,James Frawley,1979.0
3357,Nightcrawler ,2014.0,Jake Gyllenhaal,Michael Papajohn,James Huang,Dan Gilroy,2014.0
3358,Club Dread ,2004.0,Brittany Daniel,Lindsay Price,Jay Chandrasekhar,Jay Chandrasekhar,2004.0
3359,The Sound of Music ,1965.0,Eleanor Parker,Angela Cartwright,Nicholas Hammond,Robert Wise,1965.0
3360,Splash ,1984.0,Tom Hanks,Howard Morris,Patrick Cronin,Ron Howard,1984.0
3361,Little Miss Sunshine ,2006.0,Steve Carell,Steven Christopher Parker,Jill Talley,Jonathan Dayton,2006.0
3362,Stand by Me ,1986.0,Marshall Bell,Frances Lee McCain,Casey Siemaszko,Rob Reiner,1986.0
3363,28 Days Later... ,2002.0,Noah Huntley,Megan Burns,David Schneider,Danny Boyle,2002.0
3364,You Got Served ,2004.0,Jennifer Freeman,Marques Houston,Steve Harvey,Chris Stokes,2004.0
3365,Escape from Alcatraz ,1979.0,Clint Eastwood,Patrick McGoohan,Fred Ward,Don Siegel,1979.0
3366,Brown Sugar ,2002.0,Boris Kodjoe,Sanaa Lathan,Wendell Pierce,Rick Famuyiwa,2002.0
3367,A Thin Line Between Love and Hate ,1996.0,Faizon Love,Lynn Whitfield,Della Reese,Martin Lawrence,1996.0
3368,50/50 ,2011.0,Joseph Gordon-Levitt,Anna Kendrick,Bryce Dallas Howard,Jonathan Levine,2011.0
3369,Shutter ,2008.0,James Kyson,David Denman,Daisy Betts,Masayuki Ochiai,2008.0
3370,Creepshow ,1982.0,Ted Danson,Hal Holbrook,Adrienne Barbeau,George A. Romero,1982.0
3371,That Awkward Moment ,2014.0,Mackenzie Davis,Lola Glaudini,Josh Pais,Tom Gormican,2014.0
3372,Modern Problems ,1981.0,Brian Doyle-Murray,Dabney Coleman,Mary Kay Place,Ken Shapiro,1981.0
3373,Kicks ,2016.0,Tina Gilton,Natalie Stephany Aguilar,Justin Hall,Justin Tipping,2016.0
3374,Much Ado About Nothing ,1993.0,Keanu Reeves,Denzel Washington,Brian Blessed,Kenneth Branagh,1993.0
3375,On Her Majesty's Secret Service ,1969.0,Telly Savalas,George Lazenby,Desmond Llewelyn,Peter R. Hunt,1969.0
3376,The Player             ,,Nick Wechsler,Philip Winchester,Jeff Marlow,,
3377,New Nightmare ,1994.0,Miko Hughes,Heather Langenkamp,Tracy Middendorf,Wes Craven,1994.0
3378,Drive Me Crazy ,1999.0,Stephen Collins,Mark Webber,Keri Lynn Pratt,John Schultz,1999.0
3379,Akeelah and the Bee ,2006.0,Curtis Armstrong,Sean Michael Afable,Tzi Ma,Doug Atchison,2006.0
3380,Half Baked ,1998.0,Dave Chappelle,Harland Williams,Clarence Williams III,Tamra Davis,1998.0
3381,New in Town ,2009.0,J.K. Simmons,Frances Conroy,Harry Connick Jr.,Jonas Elmer,2009.0
3382,Syriana ,2005.0,Matt Damon,Amr Waked,Kayvan Novak,Stephen Gaghan,2005.0
3383,American Psycho ,2000.0,Christian Bale,Justin Theroux,Samantha Mathis,Mary Harron,2000.0
3384,The Good Girl ,2002.0,Jake Gyllenhaal,Zooey Deschanel,Tim Blake Nelson,Miguel Arteta,2002.0
3385,Bon Cop Bad Cop ,2006.0,Colm Feore,Richard Howland,Sarain Boylan,Erik Canuel,2006.0
3386,The Boondock Saints II: All Saints Day ,2009.0,Norman Reedus,Julie Benz,Clifton Collins Jr.,Troy Duffy,2009.0
3387,The City of Your Final Destination ,2009.0,Alexandra Maria Lara,Omar Metwally,Diego Velazquez,James Ivory,2009.0
3388,Enough Said ,2013.0,Christopher Nicholas Smith,Ben Falcone,Michaela Watkins,Nicole Holofcener,2013.0
3389,Easy A ,2010.0,Emma Stone,Dan Byrd,Fred Armisen,Will Gluck,2010.0
3390,The Inkwell ,1994.0,Jada Pinkett Smith,Joe Morton,Larenz Tate,Matty Rich,1994.0
3391,Shadow of the Vampire ,2000.0,Eddie Izzard,Udo Kier,Catherine McCormack,E. Elias Merhige,2000.0
3392,Prom ,2011.0,Cameron Monaghan,Thomas McDonell,Aimee Teegarden,Joe Nussbaum,2011.0
3393,The Pallbearer ,1996.0,Mark Margolis,Michael Rapaport,Carol Kane,Matt Reeves,1996.0
3394,Held Up ,1999.0,Barry Corbin,Nia Long,Jake Busey,Steve Rash,1999.0
3395,Woman on Top ,2000.0,Harold Perrineau,John de Lancie,Mark Feuerstein,Fina Torres,2000.0
3396,Howards End ,1992.0,Anthony Hopkins,Vanessa Redgrave,Samuel West,James Ivory,1992.0
3397,Preacher             ,,Dominic Cooper,Joseph Gilgun,Ruth Negga,,
3398,Anomalisa ,2015.0,Jennifer Jason Leigh,Tom Noonan,David Thewlis,Duke Johnson,2015.0
3399,Another Year ,2010.0,Jim Broadbent,Imelda Staunton,Phil Davis,Mike Leigh,2010.0
